root_x,root_y,root_z,lfemur_x,lfemur_y,lfemur_z,lfoot_x,lfoot_y,lfoot_z,ltoes_x,ltoes_y,ltoes_z,rfemur_x,rfemur_y,rfemur_z,rfoot_x,rfoot_y,rfoot_z,rtoes_x,rtoes_y,rtoes_z
8.18674,16.1677,-28.8017,10.4434596,7.821392068,-24.35529084,10.79356819,-0.12985458,-24.86526249,11.22614363,-0.082158858,-23.85808447,7.589588925,7.016750725,-27.68696878,8.694679023,-0.72655873,-28.20560754,8.748133178,-0.499594903,-27.11239809
8.19305,16.1595,-28.6979,10.40774844,7.841723469,-24.19327948,10.80448705,-0.138815137,-24.37366918,11.22950853,-0.044028208,-23.36660606,7.589711142,7.009309851,-27.67572283,8.700174725,-0.733446465,-28.21120208,8.753017303,-0.520225691,-27.11519962
8.19603,16.1687,-28.5914,10.37341674,7.878729594,-24.0432192,10.79939328,-0.098295909,-23.89850511,11.20792057,0.050163795,-22.89109798,7.591138035,7.006141687,-27.66339363,8.712053643,-0.741398275,-28.21512829,8.771345295,-0.549479429,-27.1155245
8.19547,16.1815,-28.4824,10.33214821,7.90822714,-23.89671825,10.78654442,-0.038087276,-23.42719028,11.17549969,0.169782849,-22.42254718,7.582197256,7.013348916,-27.65004183,8.717185606,-0.746311945,-28.21616365,8.781804467,-0.585530942,-27.11187623
8.19532,16.1908,-28.3764,10.29274115,7.930715847,-23.75360705,10.77845869,-0.002292732,-22.95865316,11.15207168,0.270603514,-21.96379391,7.571236867,7.024610607,-27.64351809,8.715510892,-0.744531985,-28.21668064,8.779012392,-0.605931963,-27.10932594
8.19941,16.1903,-28.2677,10.26452639,7.945818059,-23.6166154,10.76801655,0.024286206,-22.49937472,11.1265743,0.372161287,-21.52253122,7.57474981,7.018453945,-27.63615015,8.719454593,-0.751264007,-28.21073269,8.780889759,-0.613151601,-27.10320051
8.20663,16.1796,-28.1531,10.23038032,7.940137925,-23.47874,10.74897093,0.060608015,-22.03432894,11.08907165,0.448527172,-21.06600349,7.576458033,7.011333037,-27.61581435,8.727481118,-0.755324207,-28.1974799,8.789142781,-0.612646795,-27.09053914
8.21363,16.1711,-28.0366,10.18756683,7.927375809,-23.34891251,10.72777403,0.111765197,-21.57603185,11.04874743,0.514912126,-20.60739746,7.565750187,7.00883638,-27.59696024,8.732724937,-0.764085568,-28.1933222,8.796953121,-0.64073098,-27.08420759
8.22157,16.1662,-27.9233,10.15129707,7.924359483,-23.2275763,10.71080769,0.186838416,-21.13374192,11.01429472,0.637033189,-20.1803143,7.560985235,7.002223478,-27.58750426,8.737543397,-0.788299216,-28.19604026,8.804432842,-0.697114555,-27.08397551
8.22737,16.1746,-27.812,10.12065788,7.928537154,-23.11431965,10.69026673,0.285894774,-20.71097159,10.9723751,0.792613096,-19.77959875,7.558010137,7.014745813,-27.57751927,8.739690109,-0.787519832,-28.20043314,8.811870183,-0.725254302,-27.08670522
8.23306,16.1897,-27.6993,10.08823569,7.929460862,-23.00509745,10.67216628,0.387081889,-20.3121564,10.93471921,0.93796782,-19.40034798,7.548430497,7.040463313,-27.56778844,8.735913158,-0.762969136,-28.20614197,8.807735087,-0.701574154,-27.09234256
8.24207,16.1912,-27.5826,10.05572017,7.924063032,-22.88193949,10.661381,0.487390601,-19.92443255,10.91030639,1.079544413,-19.03494171,7.540748316,7.054913196,-27.57033153,8.736318115,-0.755139294,-28.2098847,8.799150101,-0.670397903,-27.0970739
8.24898,16.1869,-27.4612,10.02486501,7.919011712,-22.75330305,10.6524999,0.590981706,-19.55846356,10.88517677,1.238034159,-18.70348487,7.538109058,7.060999916,-27.58083311,8.742359685,-0.75872134,-28.20513313,8.802102817,-0.667343203,-27.09267745
8.254,16.1878,-27.3402,9.992267036,7.913362022,-22.63652713,10.64005794,0.690814599,-19.23631192,10.85648318,1.370474255,-18.40262923,7.537929207,7.07171787,-27.58984432,8.749351447,-0.758966102,-28.19293275,8.810117549,-0.678365479,-27.07969968
8.26279,16.1937,-27.2172,9.960079257,7.913195131,-22.51523511,10.62494816,0.77930985,-18.93869023,10.83410905,1.437495197,-18.08613658,7.54045328,7.089285256,-27.60233046,8.751869266,-0.763383449,-28.18233682,8.807197457,-0.68074386,-27.0689697
8.27177,16.1925,-27.0924,9.921556233,7.912436084,-22.37545794,10.61734982,0.851190889,-18.64531463,10.81843005,1.522445752,-17.80104714,7.538162352,7.105172004,-27.6293409,8.748304064,-0.777585098,-28.17132462,8.798381947,-0.69272906,-27.0578757
8.27985,16.1881,-26.9671,9.88015162,7.902656751,-22.24332339,10.60542308,0.938855639,-18.38607029,10.78939779,1.664565376,-17.5840088,7.533032524,7.122125087,-27.65772633,8.74354925,-0.787088348,-28.16291947,8.795175606,-0.716902832,-27.04852029
8.29394,16.1819,-26.8383,9.847914842,7.887504974,-22.12065418,10.59737564,1.026863024,-18.15086959,10.7725681,1.777729005,-17.3702853,7.533798862,7.13891302,-27.67615489,8.740934563,-0.788574308,-28.15473174,8.791860984,-0.714608302,-27.04054487
8.31088,16.1743,-26.7058,9.814758859,7.872534176,-21.99315188,10.60178855,1.091848156,-17.932152,10.77509829,1.837920258,-17.1465668,7.536968576,7.157932582,-27.70040576,8.735373467,-0.789285379,-28.1470186,8.778984503,-0.690733927,-27.0344259
8.32741,16.1776,-26.5725,9.781159401,7.866922755,-21.86791142,10.59518876,1.163096679,-17.74914273,10.76210546,1.897409555,-16.95119075,7.540404572,7.190076586,-27.73641855,8.725295628,-0.787929116,-28.1358917,8.765296421,-0.693200039,-27.02283142
8.34338,16.1766,-26.443,9.748654221,7.857580876,-21.7414533,10.58494521,1.210930055,-17.56406511,10.74963807,1.951976355,-16.77189682,7.540631466,7.232427181,-27.78676145,8.714948472,-0.778878726,-28.12712088,8.75247773,-0.698478555,-27.01284793
8.35762,16.1718,-26.3136,9.720423179,7.84241018,-21.61326672,10.57307519,1.249080582,-17.38834073,10.73477976,2.007282783,-16.61194843,7.536347516,7.29133523,-27.87842656,8.702182781,-0.770823496,-28.13135157,8.73642699,-0.703362882,-27.01611472
8.37273,16.1632,-26.1794,9.708964183,7.829625861,-21.47536504,10.55233392,1.287310576,-17.23425418,10.70917189,2.043767852,-16.45516612,7.535583724,7.351672127,-27.99323857,8.68819127,-0.778246236,-28.13125569,8.72207704,-0.739479974,-27.01464216
8.38687,16.1529,-26.0467,9.711517768,7.818860582,-21.33727477,10.52966425,1.285674011,-17.07654653,10.68578208,2.022183332,-16.27843301,7.539650648,7.356347697,-27.92997545,8.686810278,-0.775637227,-28.13263273,8.721742797,-0.739592627,-27.01596029
8.40222,16.1457,-25.9115,9.717970935,7.799440668,-21.21108404,10.50644293,1.261393114,-16.94148994,10.65878374,1.971607071,-16.11918077,7.546586588,7.369329826,-27.86215153,8.691435932,-0.758719145,-28.12952938,8.723043965,-0.700211798,-27.0137092
8.42316,16.1289,-25.7716,9.722654615,7.769699724,-21.08557773,10.48228921,1.245160649,-16.8433412,10.62338566,1.949107177,-16.01366956,7.554669585,7.37316142,-27.79326762,8.694181801,-0.755783888,-28.13739885,8.728475884,-0.702471402,-27.02139772
8.44437,16.1122,-25.6338,9.734602401,7.754627535,-20.94777357,10.46746805,1.202876797,-16.73175001,10.60513361,1.936669709,-15.92775989,7.560017651,7.376623771,-27.73315717,8.685665112,-0.749590643,-28.15959555,8.723816001,-0.716701816,-27.04293102
8.46405,16.1022,-25.4902,9.758005138,7.748512573,-20.79591277,10.4538613,1.111066696,-16.60744287,10.60110735,1.858252492,-15.81761002,7.563551926,7.387282918,-27.66880844,8.676264504,-0.736384055,-28.17483342,8.718173322,-0.723960017,-27.05788842
8.48314,16.107,-25.3385,9.77340842,7.750200615,-20.63573138,10.43522039,1.013510126,-16.51122084,10.59446692,1.743362002,-15.70762844,7.563036002,7.414746685,-27.59539806,8.669096225,-0.717534723,-28.18201098,8.720381121,-0.7476398,-27.06579398
8.50251,16.1127,-25.188,9.779722174,7.74875894,-20.48391872,10.42582,0.9173635,-16.44391995,10.59793864,1.611763455,-15.6120619,7.562318901,7.445585708,-27.51666014,8.660557285,-0.693285398,-28.18069802,8.718449569,-0.754665575,-27.06608696
8.52514,16.0871,-25.0394,9.796681715,7.715363987,-20.34210582,10.41261118,0.802538676,-16.39320172,10.59239405,1.456592433,-15.53082375,7.570317186,7.443721526,-27.43763257,8.649905664,-0.697432089,-28.17864138,8.702457305,-0.747714203,-27.06321013
8.54715,16.0642,-24.8897,9.821296891,7.678296495,-20.19964648,10.39275805,0.668720769,-16.33748086,10.58057494,1.299691497,-15.45975384,7.574468275,7.451838769,-27.35848426,8.635912823,-0.698017473,-28.17687545,8.680097514,-0.731949297,-27.0604646
8.57006,16.0384,-24.7369,9.840497151,7.646486789,-20.04582454,10.37855961,0.53300808,-16.27784835,10.57671371,1.165570775,-15.40354672,7.579603912,7.453687511,-27.27687876,8.630550002,-0.702046586,-28.17321025,8.675123498,-0.742086868,-27.05701725
8.59337,16.0146,-24.5784,9.85940997,7.619305806,-19.89444108,10.36380834,0.4098214,-16.23998844,10.56566577,1.046061548,-15.36920948,7.590820132,7.446697691,-27.18949018,8.630738341,-0.712845592,-28.16539975,8.678285956,-0.75645026,-27.04946306
8.61692,16.0088,-24.4177,9.871257487,7.604095306,-19.7375929,10.36105367,0.286476078,-16.19727896,10.56688045,0.913362651,-15.32066473,7.596082493,7.468711129,-27.09610092,8.624102173,-0.702658268,-28.15230752,8.670894518,-0.746366271,-27.03634294
8.64472,16.0209,-24.2583,9.877470545,7.618754946,-19.55943824,10.38395417,0.195054139,-16.12054286,10.59922134,0.798198724,-15.22965532,7.600587158,7.510151412,-27.00417704,8.610476776,-0.676312511,-28.14108259,8.658717189,-0.748074529,-27.02663209
8.67312,16.0354,-24.0975,9.905996215,7.657947593,-19.35775869,10.40908772,0.133075353,-16.01957946,10.6353613,0.668257505,-15.08888924,7.608398694,7.542385304,-26.91808076,8.593056266,-0.660369368,-28.14213357,8.646024739,-0.773950641,-27.03138136
8.69956,16.0443,-23.9356,9.955367163,7.690248344,-19.1625223,10.43919596,0.065886898,-15.93388473,10.67501858,0.517841541,-14.96232483,7.615569493,7.572002417,-26.82654593,8.576441984,-0.64693632,-28.14523152,8.631622366,-0.780749805,-27.03684264
8.72585,16.0463,-23.7739,10.00110871,7.697846663,-18.99134721,10.48308111,-0.018297613,-15.88250175,10.72781946,0.38733295,-14.89287004,7.621998938,7.603866903,-26.72631267,8.561726499,-0.630655534,-28.13820637,8.613395301,-0.758786678,-27.02897709
8.75107,16.0452,-23.6117,10.04617448,7.698445613,-18.83251015,10.510004,-0.105784166,-15.85399548,10.76349473,0.267640294,-14.85394519,7.630356578,7.626110354,-26.6313215,8.544520198,-0.627404257,-28.13896872,8.593691415,-0.764528609,-27.03070163
8.77568,16.0439,-23.4457,10.09367361,7.704759295,-18.67476364,10.5049478,-0.189365544,-15.83618263,10.7604712,0.142310058,-14.82203124,7.642678899,7.634647486,-26.53915395,8.521934318,-0.639962661,-28.15092253,8.573470096,-0.82127095,-27.04912935
8.8012,16.0453,-23.2749,10.13897037,7.710890842,-18.51228651,10.48869174,-0.262988277,-15.80992705,10.73699105,0.014411382,-14.77784138,7.65382418,7.64818424,-26.43668043,8.496941782,-0.648159062,-28.15431874,8.553740266,-0.905832072,-27.06810725
8.8292,16.0514,-23.1072,10.18100841,7.719053126,-18.3474171,10.47382227,-0.30521068,-15.76388694,10.71366966,-0.071998528,-14.71895188,7.66104517,7.679896633,-26.32625931,8.472536703,-0.638533656,-28.15004397,8.531318517,-0.957174499,-27.08023578
8.86065,16.0559,-22.9453,10.22078094,7.728643486,-18.1831978,10.45042021,-0.342551834,-15.71507013,10.68377228,-0.120841064,-14.66616827,7.667227606,7.712661536,-26.21481542,8.439418503,-0.632266443,-28.14651856,8.489306087,-0.93263022,-27.07098629
8.89299,16.0634,-22.7819,10.25137029,7.730330375,-18.0264978,10.42808554,-0.383558359,-15.69337796,10.65557275,-0.192931332,-14.63710392,7.670715485,7.744488517,-26.09976808,8.399905008,-0.63098706,-28.13353649,8.441497959,-0.917163654,-27.05379124
8.9241,16.0818,-22.6131,10.26412217,7.724825885,-17.8856891,10.41316431,-0.412617572,-15.69574346,10.63332581,-0.291551405,-14.62771918,7.670922629,7.788639783,-25.97661938,8.355569921,-0.617485266,-28.10947588,8.391218637,-0.932488536,-27.03757152
8.95657,16.1077,-22.4443,10.27278523,7.726313148,-17.75832563,10.39203184,-0.431401969,-15.69612737,10.60313663,-0.371027198,-14.62114197,7.678196477,7.832418301,-25.84696122,8.305046344,-0.608480526,-28.08377563,8.328716788,-0.951027948,-27.02001917
8.99139,16.1357,-22.2789,10.29438837,7.734611875,-17.63967354,10.36813861,-0.44179656,-15.69519631,10.57194231,-0.39828805,-14.61798927,7.670193036,7.681005046,-25.37106136,8.307196722,-0.599811698,-28.0769706,8.341726325,-0.985062547,-27.02822548
9.02803,16.1576,-22.1148,10.33196204,7.736527421,-17.52769165,10.35093289,-0.449853193,-15.69616859,10.55143416,-0.401034966,-14.61856942,7.672800223,7.593584072,-25.01956457,8.291016217,-0.588706015,-28.0705268,8.327132367,-1.029805238,-27.04407468
9.0621,16.1754,-21.9605,10.36222932,7.729318875,-17.43068542,10.34612501,-0.454134905,-15.69230501,10.54560598,-0.41152483,-14.61425322,7.675290947,7.526248629,-24.698626,8.285044946,-0.56283416,-28.06321108,8.319096204,-1.036323402,-27.05122033
9.09158,16.1916,-21.8158,10.3723479,7.710215546,-17.34709228,10.34433246,-0.463960493,-15.68454491,10.54060443,-0.436350858,-14.60541611,7.664653161,7.464846408,-24.38118483,8.290446078,-0.525818809,-28.05227771,8.320929339,-1.023406065,-27.05180056
9.12606,16.209,-21.6613,10.38771056,7.689861094,-17.27050484,10.33127949,-0.476177712,-15.69066347,10.52161591,-0.469133449,-14.61014213,7.651622484,7.394090617,-24.05066605,8.289725495,-0.479098098,-28.03767092,8.31654198,-1.04026369,-27.07131131
9.16488,16.2354,-21.5019,10.41344437,7.682627296,-17.2107222,10.31433119,-0.479673017,-15.71426429,10.4992136,-0.489108249,-14.63281461,7.643223304,7.319917924,-23.7065533,8.270646431,-0.425977697,-27.99836527,8.289181547,-1.069332582,-27.0844573
9.19857,16.2672,-21.3609,10.42965618,7.679213445,-17.16895259,10.3067619,-0.481043221,-15.73024035,10.48909217,-0.499724307,-14.64847761,7.628088935,7.261558399,-23.37121577,8.253241065,-0.359190617,-27.93843197,8.258597548,-1.06768132,-27.07385746
9.22826,16.2986,-21.2316,10.43414101,7.670925508,-17.13367998,10.30388376,-0.482089867,-15.74039501,10.48493272,-0.510332412,-14.65862443,7.605947739,7.221181297,-23.0457526,8.25430704,-0.270716128,-27.86773515,8.248913994,-1.029514389,-27.04695932
9.25672,16.3174,-21.0971,10.447893,7.652321162,-17.08983248,10.30154108,-0.493068704,-15.74882098,10.48010576,-0.529018118,-14.66686615,7.590648489,7.184079288,-22.72486361,8.253234679,-0.168704738,-27.79214711,8.234303252,-0.974794284,-27.01797782
9.28423,16.3305,-20.9573,10.47906638,7.635512308,-17.03455992,10.30645654,-0.504001644,-15.75038158,10.48290118,-0.544635651,-14.66824475,7.587444997,7.149821888,-22.40473486,8.246373332,-0.064177388,-27.70063039,8.207910664,-0.911985192,-26.97315572
9.30925,16.3584,-20.8213,10.50192744,7.629371113,-16.98030871,10.31024763,-0.503720053,-15.75848567,10.48474021,-0.54440607,-14.67603431,7.580864173,7.137789147,-22.08515361,8.247618922,0.047319009,-27.5795835,8.192289309,-0.831254065,-26.89072587
9.33106,16.3872,-20.691,10.50789276,7.618020821,-16.92579089,10.30590558,-0.50735997,-15.76900016,10.47833104,-0.541941434,-14.68600545,7.564916609,7.136385026,-21.77480282,8.253296877,0.165696954,-27.44861843,8.186636938,-0.746896587,-26.80658547
9.35597,16.408,-20.5571,10.5202761,7.608453911,-16.86912646,10.30059357,-0.51468709,-15.78008983,10.472887,-0.53961909,-14.69680902,7.550880261,7.122737756,-21.46093793,8.257674769,0.26778364,-27.29990801,8.178603958,-0.6702178,-26.69709962
9.37999,16.4295,-20.4223,10.53818956,7.603381618,-16.82446385,10.29624166,-0.513398921,-15.8027652,10.46910028,-0.533324794,-14.71947078,7.543980296,7.106954648,-21.13983265,8.2552284,0.352800617,-27.13269329,8.160828864,-0.612571587,-26.57715565
9.39898,16.4497,-20.2968,10.54727343,7.589370938,-16.78924387,10.29423594,-0.510912368,-15.81612782,10.46782962,-0.532824416,-14.7329893,7.538467301,7.103154311,-20.82927067,8.257343228,0.444859754,-26.95532925,8.140397802,-0.536047542,-26.43224084
9.42071,16.4654,-20.1782,10.55788037,7.570647402,-16.75473261,10.29532024,-0.519371559,-15.81488737,10.4682797,-0.542895663,-14.73168121,7.526488657,7.104730972,-20.53131269,8.258607524,0.541903605,-26.74473664,8.108989382,-0.421476033,-26.19793601
9.44363,16.4809,-20.059,10.58106824,7.557740101,-16.72824615,10.29660496,-0.526158293,-15.82138352,10.46629086,-0.559650367,-14.73792197,7.515279135,7.104826377,-20.22901037,8.235285378,0.631994591,-26.48863062,8.055737068,-0.319706822,-25.93050549
9.4678,16.4982,-19.939,10.60297742,7.55088168,-16.71031818,10.29626163,-0.525236498,-15.82942562,10.46409339,-0.571278513,-14.74613592,7.514849612,7.109760311,-19.92332856,8.203324501,0.72581672,-26.20838994,7.996486488,-0.232206675,-25.67090873
9.49227,16.5163,-19.8174,10.61475021,7.541747901,-16.69185897,10.29437951,-0.534699894,-15.83064456,10.4625063,-0.581235915,-14.74742172,7.519429934,7.12572673,-19.61903706,8.181939788,0.819490251,-25.91152041,7.947926539,-0.137643011,-25.38368468
9.51175,16.5351,-19.6925,10.62536024,7.532359107,-16.66479277,10.29120437,-0.553307613,-15.83026479,10.46240246,-0.579799939,-14.74684736,7.519874983,7.147089304,-19.31189857,8.170500945,0.884628583,-25.57918603,7.909845777,-0.040205343,-25.00803111
9.53013,16.5543,-19.5682,10.62891872,7.525710181,-16.63656478,10.28730214,-0.556532276,-15.83484854,10.46090233,-0.568174547,-14.751552,7.515272483,7.171250417,-19.0151347,8.161348929,0.930869055,-25.23917976,7.874833929,0.045562357,-24.61981069
9.54767,16.5716,-19.4542,10.62658595,7.5174522,-16.61786648,10.28371303,-0.552571015,-15.84072718,10.45691014,-0.569239993,-14.75743181,7.513921584,7.198924765,-18.73018615,8.148992375,0.97184234,-24.90837436,7.844592505,0.089864343,-24.29279953
9.56264,16.5834,-19.3456,10.63511051,7.508435111,-16.59986636,10.28007333,-0.56228697,-15.84223561,10.4551872,-0.572259959,-14.75916607,7.522455094,7.222782827,-18.44085332,8.125799893,0.9995738,-24.54701108,7.806438715,0.120579521,-23.93475759
9.57465,16.5968,-19.2386,10.65348508,7.504632265,-16.58294986,10.28082851,-0.570965458,-15.84454016,10.45810569,-0.579033666,-14.76180674,7.537284441,7.249059297,-18.1524457,8.099371379,1.01581056,-24.16498973,7.76440159,0.153983175,-23.53687697
9.58575,16.6084,-19.1326,10.66485976,7.495750773,-16.56262692,10.28264199,-0.574268709,-15.83840212,10.4620605,-0.590488695,-14.75611295,7.554300851,7.280790984,-17.87193215,8.081668905,1.014527579,-23.78274865,7.734576872,0.175008678,-23.13143308
9.59886,16.6137,-19.013,10.66805448,7.480772648,-16.51905609,10.27809475,-0.572797537,-15.83451889,10.45943669,-0.582883568,-14.75247577,7.56932277,7.311148962,-17.58848231,8.079571653,0.991537997,-23.37836023,7.721801214,0.212458499,-22.66106511
9.61309,16.6337,-18.8886,10.67206354,7.481144856,-16.47638342,10.27410661,-0.559225066,-15.84825435,10.45623616,-0.549672178,-14.76633867,7.585533087,7.356154357,-17.31281432,8.06906663,0.971169636,-22.95673145,7.699805332,0.263120472,-22.17456183
9.62727,16.6406,-18.7779,10.67471571,7.468815763,-16.44338749,10.27052118,-0.566752962,-15.85227938,10.45341142,-0.553637756,-14.77052936,7.605893249,7.391633427,-17.05172771,8.040614924,0.952844359,-22.52304098,7.664284941,0.248696695,-21.74071838
9.6404,16.6448,-18.6682,10.68040638,7.459125821,-16.41718574,10.26490711,-0.566463185,-15.85691566,10.44476892,-0.570434823,-14.77458581,7.628736428,7.422057607,-16.7932328,8.022898177,0.931768037,-22.08006438,7.648064573,0.193768121,-21.32884355
9.65327,16.6472,-18.5562,10.69316596,7.458789103,-16.38284125,10.2622337,-0.552569414,-15.86988554,10.44078883,-0.560816793,-14.78736348,7.654907365,7.448677076,-16.52006324,8.021670357,0.892601577,-21.62387208,7.64859476,0.206441709,-20.8241996
9.66333,16.6432,-18.4436,10.70586908,7.453825135,-16.34415758,10.26039891,-0.550866144,-15.87619971,10.44471839,-0.540471507,-14.79466273,7.680990319,7.471719887,-16.24586236,8.026880325,0.838357128,-21.15808195,7.658404894,0.302175178,-20.24912011
9.66918,16.6265,-18.3323,10.71264863,7.429794775,-16.29647256,10.25528844,-0.565392867,-15.88261752,10.44216359,-0.552515343,-14.80154592,7.70353329,7.491392402,-15.97738632,8.027445785,0.77211879,-20.70303616,7.665670588,0.34264551,-19.73652271
9.67712,16.6179,-18.2258,10.71852514,7.414345526,-16.24085046,10.25380547,-0.563935567,-15.89107193,10.43916927,-0.573409671,-14.80970499,7.734670818,7.523700603,-15.71444257,8.022630768,0.712921241,-20.24275441,7.66397769,0.3074019,-19.26479793
