root_x,root_y,root_z,lfemur_x,lfemur_y,lfemur_z,lfoot_x,lfoot_y,lfoot_z,rfemur_x,rfemur_y,rfemur_z,rfoot_x,rfoot_y,rfoot_z
0.0394078,18.4187,-14.3448,1.219307956,10.21264418,-17.93022629,1.165514399,3.45931032,-24.44198125,-1.089089723,9.914877195,-10.42231213,-1.2049106,1.800465428,-7.597274972
0.0441033,18.4045,-13.8244,1.198499893,10.1304107,-17.27231126,1.187228291,3.760246999,-24.14383948,-1.067247641,9.837639832,-9.998727768,-1.162947815,1.810240638,-6.931719978
0.0492437,18.3836,-13.3044,1.169429729,10.02390837,-16.58551189,1.203424495,4.089096734,-23.84997595,-1.06640329,9.766908232,-9.5654167,-1.100020315,1.772199608,-6.365270206
0.0566657,18.3466,-12.7807,1.135039363,9.901252555,-15.88862877,1.213547895,4.452899323,-23.52566519,-1.06149292,9.694242919,-9.129365925,-1.036424105,1.701494977,-5.864050145
0.0628865,18.2858,-12.2627,1.104997786,9.736089717,-15.14924456,1.240269308,4.758070845,-23.06488108,-1.053205547,9.605573732,-8.701987406,-0.954228233,1.585352515,-5.429913741
0.0588402,18.225,-11.7436,1.077884884,9.571423416,-14.41917796,1.284536314,5.097442276,-22.60789375,-1.044714014,9.527945174,-8.259198745,-0.841160076,1.446343555,-5.07108599
0.0601975,18.1654,-11.2263,1.067050096,9.402947802,-13.66283665,1.308873329,5.435257933,-22.10545146,-1.033003877,9.463224345,-7.78153481,-0.706277826,1.285506201,-4.792679972
0.0757967,18.0962,-10.7138,1.079307538,9.22813762,-12.90181627,1.322094424,5.767273256,-21.53809436,-1.042496502,9.409924499,-7.275439899,-0.573193504,1.130461826,-4.572581575
0.0882169,18.0191,-10.1971,1.124581824,9.052232165,-12.13581543,1.342340932,6.09879359,-20.90673972,-1.063034873,9.361210508,-6.746080011,-0.384623906,1.025623224,-4.415030245
0.0963428,17.9231,-9.69518,1.200714343,8.851945846,-11.3459385,1.354722047,6.401801168,-20.24568498,-1.074142008,9.29272715,-6.23551204,-0.264189063,0.944301505,-4.350350991
0.0957615,17.8135,-9.20823,1.29610137,8.639381622,-10.52111862,1.357838475,6.652179647,-19.52175773,-1.07977506,9.212073754,-5.748328733,-0.204129987,0.876048856,-4.328188856
0.0854001,17.7354,-8.71115,1.40604002,8.458449186,-9.639574715,1.346282821,6.86726531,-18.70725966,-1.092700383,9.175897507,-5.23195791,-0.174744697,0.854432274,-4.230550267
0.0841619,17.667,-8.22054,1.535629898,8.318013988,-8.855328883,1.372102594,7.130901253,-17.9622082,-1.089617915,9.141181429,-4.723087537,-0.15826189,0.834290303,-4.120641653
0.0975026,17.5572,-7.74829,1.677583031,8.135413656,-8.034576733,1.381053117,7.28709116,-17.15307927,-1.074236776,9.031511648,-4.303949131,-0.127818872,0.764482137,-4.120177095
0.111484,17.44,-7.28211,1.828068468,7.960835358,-7.185376718,1.314290513,7.326637313,-16.23036257,-1.065106452,8.888701154,-3.95801686,-0.107752847,0.698965893,-4.168146465
0.11793,17.3411,-6.8237,1.988712349,7.820453874,-6.335905598,1.282915849,7.352289444,-15.32719001,-1.070351268,8.756425895,-3.660450058,-0.109135022,0.671139456,-4.214208999
0.120171,17.2736,-6.35791,2.151903017,7.729510749,-5.47494336,1.266422302,7.343936868,-14.42171796,-1.080362926,8.661949586,-3.369014243,-0.108680672,0.661782437,-4.200683667
0.11501,17.2387,-5.88904,2.290229687,7.713009137,-4.586734976,1.235741988,7.278096662,-13.44899009,-1.105056344,8.605339344,-3.049424398,-0.126068803,0.650926107,-4.086619772
0.112466,17.1527,-5.44617,2.424750227,7.68298327,-3.700319599,1.224716302,7.137128089,-12.48034711,-1.090563885,8.45041781,-2.854301956,-0.149836416,0.610969661,-4.172408115
0.105766,17.1085,-5.00139,2.537262247,7.723196281,-2.83000996,1.222900831,7.007527821,-11.57731519,-1.072757711,8.353971202,-2.60959044,-0.162124695,0.598774035,-4.164017623
0.10483,17.1044,-4.53105,2.598584513,7.819409465,-1.958099222,1.252005557,6.838774803,-10.66232836,-1.059365755,8.296918097,-2.344223613,-0.182635854,0.596761245,-4.106566376
0.111802,17.1095,-4.04919,2.619955299,7.941536885,-1.071381137,1.271611057,6.589413523,-9.674409623,-1.053062672,8.249108312,-2.116728729,-0.202507876,0.617661593,-4.089628212
0.113603,17.1681,-3.56426,2.5773004,8.133999814,-0.18056395,1.260965736,6.329067663,-8.681021784,-1.048946846,8.255458462,-1.930418683,-0.208902547,0.687400958,-4.093460319
0.120706,17.2099,-3.0839,2.522998744,8.317669306,0.661773858,1.248732409,6.049763137,-7.718121422,-1.036048595,8.249592445,-1.759238543,-0.202139709,0.720785892,-4.090648134
0.130578,17.2472,-2.57913,2.453059473,8.468092051,1.429017576,1.250985545,5.759459437,-6.787711564,-1.026321528,8.247013767,-1.605434818,-0.193190844,0.738483616,-4.103111213
0.137771,17.3086,-2.05709,2.374447225,8.639512793,2.191853651,1.259990486,5.456001737,-5.818453629,-1.023839079,8.289823158,-1.434015276,-0.188192829,0.784546365,-4.091159661
0.143779,17.4032,-1.53491,2.254227985,8.870837987,2.988059048,1.270649819,5.125582195,-4.7717755,-1.021315877,8.378770761,-1.2455139,-0.184336379,0.857503764,-4.053782335
0.150798,17.5095,-1.01254,2.11669194,9.11172751,3.747678404,1.276229839,4.795906014,-3.723827135,-1.017261929,8.482243301,-1.040992533,-0.181251202,0.931394218,-4.005703614
0.160298,17.6076,-0.480276,2.003993872,9.299563922,4.428837688,1.281275989,4.485310316,-2.718654198,-1.018123582,8.595057272,-0.830224137,-0.17995872,1.000133281,-3.949141662
0.171375,17.6927,0.0597993,1.892125827,9.445336112,5.063440064,1.282424261,4.184530266,-1.695240464,-1.021495025,8.702601126,-0.631566848,-0.185209129,1.050313844,-3.895830134
0.179161,17.7941,0.606261,1.766673246,9.6220848,5.715201923,1.272220286,3.890145923,-0.564948237,-1.030342593,8.841202163,-0.417201737,-0.20831894,1.118622396,-3.8251249
0.187293,17.9155,1.16094,1.645928381,9.827992668,6.373235699,1.267457324,3.575312612,0.535532526,-1.04304507,9.016976174,-0.170425505,-0.242261367,1.20546333,-3.740056451
0.183717,17.9958,1.63771,1.552151376,10.03047517,6.949994329,1.251573808,3.273787279,1.668036327,-1.030791482,9.169013144,0.047159739,-0.312096569,1.24510131,-3.674230909
0.182443,18.0694,2.17195,1.477492281,10.15862736,7.507439344,1.235513527,3.01365541,2.791060798,-1.039072413,9.324743937,0.259336926,-0.418227186,1.287362393,-3.605256965
0.194156,18.1723,2.84283,1.415487241,10.19093773,8.137507075,1.239407642,2.782463559,3.914350889,-1.092112526,9.534969012,0.50464222,-0.587476636,1.388942863,-3.520745404
0.18907,18.2586,3.40406,1.36742082,10.29342151,8.696597535,1.232267059,2.562992915,5.094497013,-1.108647053,9.744816267,0.73754037,-0.682967318,1.502273512,-3.452738232
0.190125,18.3284,3.95503,1.331947078,10.35476551,9.214866825,1.232952516,2.373015424,6.241756274,-1.132930361,9.978317241,0.939751798,-0.745261867,1.662790672,-3.2824531
0.19414,18.3908,4.51576,1.294702491,10.3881812,9.723615121,1.226604606,2.201405365,7.382231954,-1.169513896,10.21759404,1.181860672,-0.803998206,1.856951424,-3.082359198
0.194158,18.4546,5.07934,1.25783852,10.42211689,10.2375784,1.204329383,2.049569462,8.565868263,-1.212409728,10.45301546,1.467947903,-0.841510085,2.056490247,-3.00040528
0.197845,18.5063,5.63424,1.229006719,10.44303259,10.74245919,1.183488217,1.924700886,9.778386001,-1.236671301,10.62262025,1.858178081,-0.858215992,2.301509922,-2.856689748
0.197569,18.5481,6.17999,1.202522636,10.4348377,11.21194238,1.168241843,1.83279314,10.94885507,-1.229359513,10.68657405,2.388230681,-0.852341287,2.574194344,-2.663024504
0.19308,18.5819,6.71802,1.182356214,10.39249825,11.64164438,1.153942515,1.763980838,12.03017712,-1.204385264,10.70036454,2.968285812,-0.823499625,2.856248218,-2.427796359
0.193509,18.6031,7.25176,1.168698963,10.33063031,12.05972601,1.150334313,1.719261252,13.06418938,-1.17132609,10.68883922,3.562847718,-0.800698469,3.134887899,-2.174435697
0.193914,18.6153,7.78917,1.152845027,10.25612514,12.4851678,1.150497895,1.705081492,14.06714125,-1.142053427,10.66984699,4.178024541,-0.809845948,3.431293119,-1.905852428
0.194606,18.6183,8.32876,1.138190814,10.16982069,12.89979021,1.144394875,1.719855845,14.99101298,-1.112375113,10.64014046,4.811678364,-0.851017179,3.737010469,-1.584853774
0.19139,18.6066,8.85683,1.131622459,10.0795558,13.30727993,1.145536674,1.749351529,15.81143501,-1.077708682,10.57986859,5.453250008,-0.857273841,4.022540422,-1.205582179
0.187049,18.5698,9.37475,1.126776606,9.974682788,13.72557926,1.148830848,1.748409459,16.52100873,-1.047171883,10.48245801,6.101781441,-0.883456523,4.301257221,-0.962163318
0.184936,18.5169,9.90463,1.126383742,9.864162155,14.16868913,1.162157909,1.708712736,17.12176762,-1.024120019,10.3620074,6.772398165,-0.924737321,4.584005155,-0.643956118
0.17804,18.473,10.4401,1.128414967,9.782459344,14.63997149,1.139230808,1.637024188,17.62755534,-0.997175733,10.23330134,7.473219142,-0.971709928,4.864886399,-0.254387491
0.169794,18.4283,10.9641,1.138132628,9.714451905,15.10682361,1.076862211,1.59686523,18.05620966,-0.962973949,10.09179545,8.195357043,-1.031372199,5.145095728,0.178034036
0.163398,18.3553,11.4855,1.158346738,9.620358143,15.57045267,1.054302825,1.452919857,18.41656946,-0.934843967,9.92001527,8.945994101,-1.08868632,5.432577407,0.635813881
0.154883,18.2587,12.0019,1.174877609,9.502533254,16.03475508,1.004144177,1.263742224,18.70514742,-0.914961663,9.721241108,9.715186041,-1.119012616,5.703021499,1.150814609
0.148894,18.1527,12.5092,1.196178189,9.386169783,16.49299418,0.907858771,1.066600617,18.910025,-0.908079178,9.497258343,10.4970925,-1.132592051,5.939934345,1.730762215
0.143836,18.0455,13.0335,1.213016059,9.271907274,16.9768307,0.713181536,0.92497039,19.08295496,-0.928135556,9.28142873,11.30841396,-1.137994757,6.171340332,2.382890265
0.144227,17.9391,13.5649,1.234495545,9.15777393,17.45979006,0.577946742,0.835465439,19.20021187,-0.958982152,9.079445139,12.12633545,-1.145000426,6.393533781,3.091806913
0.147687,17.8144,14.0796,1.251656918,9.026396281,17.9169035,0.517888818,0.756914793,19.24312026,-1.002237062,8.865377393,12.93258722,-1.149966899,6.579936327,3.820478383
0.154752,17.6861,14.5916,1.249058975,8.897020218,18.39500254,0.468142708,0.677561504,19.28069456,-1.058292761,8.656588248,13.75104172,-1.159680935,6.738648523,4.578102453
0.170638,17.5807,15.1085,1.229389912,8.787902543,18.89977262,0.420027848,0.621470734,19.33952139,-1.125682999,8.487385808,14.60194077,-1.171232049,6.859829707,5.402024305
0.169435,17.4834,15.5572,1.22449463,8.703382523,19.31991556,0.417017835,0.598730564,19.41705812,-1.199677649,8.327507887,15.46450574,-1.173310665,6.918788421,6.265203849
0.170277,17.3848,16.0088,1.230055177,8.608768288,19.70045029,0.421038708,0.581934844,19.46792416,-1.287304471,8.168977828,16.34043173,-1.17186214,6.934847162,7.146097252
0.171125,17.3146,16.4877,1.234188549,8.52798147,20.03722839,0.40876517,0.597526971,19.47176466,-1.396330969,8.038236158,17.22674743,-1.16715043,6.927713233,8.036552503
0.175813,17.2462,16.9742,1.228343346,8.435532907,20.34922102,0.416724133,0.605083438,19.47738628,-1.505678269,7.938458308,18.11869019,-1.154856292,6.873829966,8.942980516
0.184256,17.1878,17.4408,1.213372847,8.325276635,20.62035204,0.435387016,0.583735243,19.49048135,-1.598683857,7.903758186,19.01547418,-1.126300196,6.764700389,9.873194786
0.191384,17.1351,17.8824,1.199851271,8.196100126,20.84770264,0.438615461,0.538569878,19.47169116,-1.669505038,7.927045375,19.91004365,-1.105630755,6.605622571,10.82269758
0.22372,17.1112,18.3893,1.178812826,8.068788152,21.09434401,0.445085017,0.526475024,19.40250896,-1.672282096,7.998836872,20.78447093,-1.102121871,6.437735452,11.75192293
0.243675,17.0966,18.8789,1.162677519,7.967267755,21.31321125,0.445182857,0.529629732,19.35483953,-1.670380143,8.096348135,21.6433717,-1.123013989,6.217460037,12.6998574
0.243815,17.089,19.3304,1.154407974,7.895959438,21.50671092,0.43212956,0.52447296,19.35314253,-1.678241838,8.225730951,22.49649991,-1.148487448,5.907564077,13.74760527
0.252791,17.1182,19.8187,1.145897246,7.869869516,21.73067607,0.420146334,0.554696492,19.38042794,-1.65571348,8.395766718,23.3282608,-1.119017108,5.642034743,14.71100695
0.254593,17.1578,20.3033,1.146088252,7.867849647,21.90581979,0.405619076,0.571176185,19.40585767,-1.637461181,8.569818146,24.1269304,-1.085020578,5.355784418,15.66305873
0.255175,17.2044,20.8103,1.149289801,7.884119115,22.07825598,0.392790196,0.618877011,19.39685119,-1.601235605,8.740776875,24.90280876,-1.08609968,5.044834346,16.67111178
0.261342,17.3136,21.3495,1.171154278,7.976132515,22.26251538,0.386120976,0.722453396,19.40829698,-1.536379528,9.03911542,25.80041352,-1.031292628,4.664743127,17.88999884
0.260786,17.3404,21.8465,1.179829414,7.982793852,22.46392307,0.37743461,0.708845366,19.45719554,-1.485078236,9.13603677,26.40777449,-1.056436211,4.385255285,18.77163799
0.255823,17.424,22.3658,1.190184442,8.049056419,22.65680419,0.373346028,0.759960103,19.49094703,-1.410340796,9.354938988,27.11421306,-1.040745261,4.053248079,19.86180836
0.254429,17.5101,22.898,1.215211705,8.149790906,22.87020604,0.382445638,0.852079333,19.52692392,-1.345720312,9.536870318,27.7873111,-1.018538358,3.735991343,20.98332273
0.256899,17.6075,23.4528,1.248667165,8.281146354,23.08757553,0.38643116,0.930459614,19.57559305,-1.286455617,9.695195202,28.43461262,-1.004853024,3.429937619,22.10770114
0.255685,17.7016,24.0173,1.283158769,8.417473982,23.30492523,0.397985832,0.976335112,19.62619207,-1.223799614,9.837484795,29.06637497,-0.995725684,3.134174268,23.25149627
0.256039,17.8043,24.591,1.320874188,8.573295903,23.53100499,0.444606922,1.029755646,19.69002305,-1.155888861,9.975582153,29.68614925,-0.978963307,2.863296154,24.45271741
0.264959,17.9052,25.1567,1.353685905,8.741509336,23.77894961,0.526011776,1.097251346,19.7828801,-1.104192644,10.11228837,30.28256157,-0.966494761,2.615755614,25.68009587
0.268479,17.9886,25.7069,1.371423048,8.893301079,24.01789595,0.637380696,1.136088061,19.86571827,-1.068005071,10.23587907,30.84195101,-0.942564788,2.395870552,26.90025088
0.267517,18.0515,26.2588,1.375441479,9.044204713,24.24693128,0.763798108,1.179865596,19.93296737,-1.049317506,10.32857902,31.37812292,-0.919172413,2.203688389,28.1161668
0.277951,18.1075,26.8285,1.406086659,9.236751946,24.48239876,0.890834329,1.276967397,20.01499222,-1.03082019,10.3679824,31.91891638,-0.903660092,2.02972918,29.33222037
0.290856,18.1796,27.4166,1.449476632,9.475329074,24.7180301,1.032350699,1.421342576,20.12826465,-1.003119002,10.39294276,32.45200042,-0.892803151,1.904013773,30.54837287
0.295704,18.2642,28.0029,1.485640564,9.75080613,24.92073949,1.145084538,1.596701365,20.27827234,-0.981968665,10.42505106,32.95259564,-0.882046659,1.836275624,31.74557711
0.305404,18.3343,28.5775,1.555781425,10.07367267,25.06446189,1.271823545,1.800338291,20.47880544,-0.966620648,10.42704628,33.42769567,-0.883861397,1.780400769,32.9103492
0.322148,18.3887,29.1566,1.657097396,10.43610394,25.19181018,1.409838186,2.039204857,20.73058757,-0.951032532,10.39714184,33.88675621,-0.897939747,1.729212856,34.03447022
0.336263,18.4345,29.7287,1.695379887,10.58532409,25.62654337,1.451849161,2.293766704,21.00377377,-0.922865527,10.35700878,34.32923152,-0.921281241,1.704297184,35.12806052
0.344689,18.4736,30.271,1.732340726,10.72257535,26.04205111,1.466288517,2.524796707,21.27080138,-0.872059516,10.30457063,34.73705677,-0.948063445,1.714058151,36.17593813
0.351615,18.5045,30.8104,1.693548828,10.64422056,26.73899924,1.412182567,2.771284554,21.55237961,-0.824289141,10.23301999,35.13433297,-0.964702417,1.746130695,37.15506728
0.360844,18.5218,31.3625,1.653353735,10.55269064,27.44975094,1.407450712,3.042539536,21.85155869,-0.790156987,10.15378343,35.54035215,-0.977055052,1.799196988,38.04977342
0.366981,18.5258,31.9132,1.63557329,10.48147802,28.11818146,1.449587777,3.308283375,22.15255567,-0.752917335,10.07416918,35.96321588,-0.988738701,1.883890938,38.86410375
0.371961,18.5116,32.4583,1.622209279,10.39486388,28.79399598,1.49327402,3.570600272,22.45540132,-0.771881566,10.00107765,36.42648146,-0.992825838,1.962760041,39.61514952
0.384173,18.4777,32.9968,1.615416589,10.29553928,29.47812442,1.563518386,3.848817353,22.76838377,-0.760708291,9.9177974,36.90979116,-0.973001199,1.984924191,40.25542412
0.396708,18.4299,33.5351,1.605337033,10.16746613,30.18835443,1.577058266,4.145640351,23.08765387,-0.733587354,9.834968988,37.40538804,-0.926465105,1.920420676,40.79914274
0.407643,18.3711,34.0748,1.588586323,10.00993568,30.93431692,1.572517143,4.461663324,23.43819736,-0.70614707,9.737931921,37.87448596,-0.857897154,1.7940789,41.26855362
0.42174,18.3066,34.5944,1.574680717,9.831734415,31.6843443,1.580204461,4.771319617,23.82526,-0.685111359,9.639851221,38.30955378,-0.745366551,1.628047546,41.68008643
0.425501,18.2339,35.0926,1.548061237,9.611585897,32.44191383,1.613079117,5.065092805,24.25210859,-0.686502759,9.552970375,38.69744727,-0.631609828,1.503618235,42.02847686
0.435376,18.1416,35.6313,1.5375865,9.418319289,33.22261802,1.657004973,5.42153097,24.74061024,-0.6743017,9.426453815,39.12629853,-0.49570571,1.255213781,42.29616927
0.441709,18.0423,36.145,1.554236078,9.213915325,34.01556227,1.697405035,5.751373385,25.30535481,-0.684040533,9.319072901,39.58981905,-0.36493396,1.0309153,42.5330746
0.447929,17.9402,36.6592,1.602444188,9.00890342,34.81791893,1.733626542,6.059858166,25.93598522,-0.68850907,9.237978086,40.11094525,-0.153022869,0.875985031,42.73768784
0.454652,17.8356,37.1758,1.683478471,8.804146942,35.62994203,1.774153892,6.358865959,26.61554519,-0.694615704,9.156659076,40.63703257,0.089355906,0.783124449,42.87350022
0.47037,17.7243,37.6843,1.796260502,8.60018,36.4600428,1.802495501,6.627641382,27.35645757,-0.690314483,9.054031541,41.1384481,0.136785792,0.671681667,42.90756692
0.477828,17.6285,38.1878,1.934608416,8.417361639,37.31540518,1.815570679,6.860663089,28.15818509,-0.662564084,8.98051624,41.66285697,0.166387024,0.606043488,42.94919995
0.445957,17.545,38.6703,2.098884229,8.225790127,38.20326747,1.824965137,7.017514071,29.01776836,-0.628247266,8.970007423,42.17972012,0.256130743,0.663687058,43.04727428
0.454687,17.436,39.1294,2.248736267,8.061013894,39.05308692,1.84033779,7.159664951,29.86517654,-0.583085959,8.883487548,42.66608919,0.229716786,0.610306224,43.08219137
0.454901,17.3266,39.6171,2.362326265,7.948703981,39.9056475,1.836523589,7.277371588,30.72381827,-0.561552324,8.768603187,43.18438715,0.220498321,0.603684714,43.08206102
